doc_id,companies
0000078509,microsoft
0000078521,chatfuel
0000078527,яндекс;медиалогия;рбк
0000078534,яндекс
0000078539,microsoft
0000078552,вконтакте;okko
0000078559,рбк
0000078562,microsoft
0000078569,авито
0000078582,точка
0000078586,microsoft
0000078592,mail;делимобиль
0000078594,почта банк;почта россии;втб;рбк
0000078599,спортмастер
0000078603,вконтакте
0000078606,microsoft
0000078629,рбк
0000078642,okko
0000078651,yota
0000078657,mail
0000078658,intel
0000078665,тнт
0000078667,уралсиб;тинькофф
0000078669,aitarget
0000078670,revolut
0000078680,waves
0000078692,calltouch
0000078693,tj;макс
0000078701,whoosh
0000078713,yota
0000078714,яндекс
0000078716,контур
0000078731,mail
0000078733,рбк
0000078738,яндекс
0000078739,вконтакте
0000078744,honor
0000078746,tj
0000078748,макс;тинькофф
0000078749,рбк
0000078750,яндекс;microsoft
0000078754,qiwi
0000078758,лаборатория касперского
0000078759,яндекс
0000078763,яндекс;вконтакте
0000078764,яндекс
0000078772,яндекс
0000078775,яндекс;mail;gett
0000078779,digital horizon;мтс
0000078780,яндекс
0000078784,mail
0000078792,вконтакте
0000078796,microsoft
0000078797,joom;почта россии;рбк
0000078800,joom;admitad;skyeng
0000078811,вконтакте;яндекс;яндекс.драйв;яндекс.дзен;тинькофф
0000078813,mail;вконтакте;microsoft
0000078815,яндекс
0000078816,яндекс
0000078820,admitad
0000078821,яндекс;vk
0000078839,metro
0000078848,авито;bright
0000078857,макс
0000078862,microsoft
0000078867,рбк
0000078872,яндекс
0000078876,vk;мегаплан
0000078877,макс
0000078879,яндекс;яндекс.дзен
0000078897,tj
0000078900,honor
0000078906,точка
0000078909,яндекс;prnews
0000078945,яндекс
0000078946,vk
0000078957,вконтакте
0000078960,action
0000078966,вконтакте;vk
0000078971,яндекс;мтс
0000078972,райффайзенбанк
0000078973,икра
0000078978,пик;qiwi;точка;revolut
0000078980,ozon;вконтакте;vk
0000078989,рбк
0000079006,kwork
0000079008,яндекс
0000079012,okko
0000079016,вконтакте
0000079028,calltouch
0000079029,mail;microsoft
0000079043,райффайзенбанк
0000079065,яндекс
0000079083,skyeng
0000079084,gett;контур
0000079085,мегаплан
0000079092,metro
0000079103,втб
0000079105,yota;мтс
0000079106,яндекс;platforma;вконтакте;телфин
0000079110,втб;альфа-капитал;рбк
0000079115,userlist
0000079118,яндекс
0000079121,osome
0000079124,mail
0000079125,втб;альфа-банк
0000079126,intel;selectel
0000079132,microsoft;qlik
0000079135,microsoft
0000079139,яндекс
0000079148,vk
0000079157,microsoft
0000079164,vk
0000079167,яндекс;втб;modum lab;рбк
0000079176,яндекс;bright
0000079190,сбис
0000079193,spotify
0000079197,яндекс;яндекс.дзен
0000079199,яндекс
0000079200,яндекс;mail
0000079202,selectel
0000079203,action
0000079207,яндекс
0000079225,action
0000079238,вконтакте
0000079242,яндекс
0000079243,вконтакте
0000079245,mail
0000079247,mail;рбк
0000079248,microsoft
0000079254,битрикс24;мегаплан
0000079255,spotify
0000079257,ozon
0000079266,точка
0000079276,рвк
0000079280,bright
0000079288,microsoft
0000079294,yota
0000079304,втб;рбк
0000079312,яндекс
0000079313,мтс
0000079320,tj;gett
0000079329,talkbank;vk
0000079334,eset;контур
0000079369,комитет
0000079375,яндекс
0000079378,тнт
0000079379,яндекс;яндекс.дзен
0000079380,intel
0000079392,авито
0000079393,яндекс;qlik;пик
0000079395,intel;microsoft
0000079402,яндекс
0000079404,bright
0000079427,яндекс
0000079434,яндекс;яндекс.дзен
0000079448,microsoft
0000079452,пик
0000079466,bright
0000079469,revolut
0000079485,aitarget
0000079489,яндекс
0000079505,яндекс;spotify
0000079510,lamoda
0000079512,ростелеком
0000079531,uniqlo
0000079539,mail
0000079542,вконтакте
0000079545,альфа-банк
0000079551,авито
0000079552,intel;microsoft;spotify;mail
0000079561,вконтакте
0000079572,selectel
0000079579,яндекс;okko
0000079580,мтс
0000079593,microsoft
0000079597,яндекс
0000079603,ozon
0000079608,intel
0000079633,яндекс;spotify;tj;microsoft
0000079635,яндекс;рбк
0000079641,яндекс;вконтакте
0000079646,microsoft
0000079654,яндекс;яндекс.услуги;яндекс.маркет
0000079664,бланк;ebay
0000079675,action
0000079678,яндекс
0000079688,яндекс
0000079690,авито;ozon;яндекс;яндекс.маркет;мегафон;циан
0000079700,tj;вконтакте;mail
0000079704,ebay
0000079732,qiwi;microsoft
0000079733,вконтакте;одноклассники
0000079744,газпромбанк;райффайзенбанк;втб;тинькофф
0000079748,яндекс;skyeng;мтс
0000079750,яндекс
0000079762,qiwi;точка
0000079763,тинькофф
0000079765,mail;инвитро
0000079766,вконтакте
0000079770,вконтакте
0000079794,яндекс
0000079803,яндекс
0000079814,яндекс;microsoft
0000079822,mail;mail.ru;вконтакте;vk
0000079823,яндекс
0000079825,waves
0000079840,контур
0000079845,почта россии
0000079846,яндекс;авито;вконтакте
0000079850,рбк
0000079855,одноклассники;мтс
0000079858,яндекс;qiwi
0000079860,мегафон;вконтакте;мтс
0000079861,spotify
0000079864,яндекс
0000079865,вконтакте
0000079880,контур
0000079898,мегафон;мтс
0000079899,втб
0000079902,тинькофф
0000079905,яндекс;яндекс.маркет
0000079906,тинькофф
0000079907,рбк
0000079914,яндекс
0000079916,пик
0000079922,microsoft
0000079928,яндекс;вконтакте;microsoft
0000079930,циан
0000079937,skyeng;microsoft
0000079951,skyeng
0000079954,intel;microsoft
0000079957,яндекс
0000079959,embacy;ozon;skyeng;oohdesk
0000079961,вконтакте
0000079966,яндекс;яндекс.дзен
0000079977,вконтакте
0000079985,яндекс;мегафон;admitad;тинькофф;мтс
0000079996,медиалогия
0000080011,вконтакте;райффайзенбанк;одноклассники;рбк
0000080013,авито
0000080017,контур
0000080021,intel
0000080030,яндекс;qiwi;тинькофф;вконтакте
0000080051,2гис
0000080056,яндекс
0000080058,делимобиль;яндекс;skyeng;циан;gett;ростелеком;мтс
0000080063,мастера
0000080064,точка;вконтакте
0000080066,vk
0000080070,selectel;gett
0000080072,рбк
0000080074,intel
0000080080,яндекс
0000080082,контур
0000080086,яндекс;simple
0000080093,точка
0000080094,рбк
0000080095,авито
0000080098,tiktok
0000080104,яндекс;semrush
0000080131,microsoft
0000080145,яндекс
0000080152,vk
0000080158,gett
0000080160,яндекс
0000080162,microsoft
0000080165,skyeng
0000080167,mail;вконтакте;яндекс;одноклассники;microsoft;bright
0000080168,mail;mail.ru;ситимобил
0000080169,яндекс;mail;рбк;2гис
0000080171,яндекс
0000080172,vk
0000080180,вконтакте;одноклассники
0000080184,втб;мегафон;тинькофф
0000080190,microsoft
0000080191,пик;mail;яндекс;bright
0000080194,мтс
0000080196,яндекс;авито;ozon;bright
0000080197,вконтакте;vk
0000080200,intel;крок;microsoft
0000080201,microsoft
0000080202,яндекс
0000080207,втб;modum lab
0000080209,точка;вконтакте
0000080211,яндекс
0000080213,почта россии
0000080215,яндекс
0000080216,microsoft
0000080217,яндекс
0000080225,яндекс;лаборатория касперского;vk
0000080231,bright
0000080234,microsoft
0000080243,evrone;крок
0000080248,revolut
0000080250,ремарк
0000080254,yota
0000080260,яндекс;vk
0000080264,медиалогия
0000080272,яндекс
0000080273,яндекс
0000080278,яндекс;втб
0000080291,яндекс;mail
0000080303,qiwi
0000080312,рбк
0000080332,точка
0000080375,вконтакте;vk
0000080381,яндекс;mail
0000080386,яндекс;microsoft
0000080391,microsoft
0000080397,microsoft
0000080403,joom
0000080412,mindbox;яндекс
0000080418,mail
0000080419,яндекс
0000080435,мегафон;мтс
0000080436,microsoft
0000080445,spotify;mail;microsoft;финам
0000080463,eset;мегафон
0000080477,вконтакте
0000080485,microsoft
0000080492,ситимобил
0000080496,spotify;тинькофф;мтс
0000080508,яндекс
0000080510,авито
0000080524,рбк;microsoft
0000080528,vk;мтс
0000080529,мегафон;мтс
0000080532,вконтакте
0000080534,яндекс
0000080535,mail;joom;metro
0000080538,яндекс
0000080543,яндекс
0000080551,ozon;okko;рбк
0000080559,одноклассники
0000080564,вконтакте
0000080568,mail;joom;metro
0000080571,яндекс;одноклассники
0000080575,qiwi;точка
0000080580,яндекс;mail;skillbox
0000080598,цифра
0000080600,делимобиль;vk;яндекс;яндекс.маркет;яндекс.драйв
0000080601,osome
0000080606,яндекс;tj
0000080613,яндекс
0000080619,яндекс
0000080624,газпромбанк;почта банк;втб;тинькофф
0000080629,яндекс
0000080631,microsoft
0000080635,яндекс
0000080636,heineken;microsoft;action
0000080640,яндекс
0000080641,яндекс;яндекс.дзен
0000080647,ростелеком
0000080658,икра;vk
0000080664,spotify
0000080670,mail
0000080672,mail;mail.ru;яндекс;мегафон;ситимобил;gett
0000080674,яндекс
0000080677,яндекс;ozon
0000080698,mail
0000080701,metro
0000080723,яндекс;mail
0000080725,mail;joom;metro
0000080726,финам
0000080730,microsoft
0000080732,яндекс
0000080736,вконтакте
0000080743,tiktok
0000080744,вконтакте
0000080760,мтс
0000080762,яндекс
0000080764,embacy
0000080765,тинькофф;ситимобил
0000080775,сбер;рбк
0000080784,мтс
0000080803,яндекс;яндекс.шеф
0000080813,яндекс;рбк
0000080820,авито
0000080822,metro
0000080831,spotify;тинькофф
0000080836,яндекс
0000080838,вконтакте
0000080846,яндекс
0000080855,admitad;microsoft
0000080857,яндекс
0000080862,яндекс
0000080868,яндекс
0000080869,mail;microsoft
0000080874,яндекс
0000080883,vk
0000080895,яндекс;mail;вконтакте
0000080906,вконтакте
0000080909,яндекс
0000080912,медиалогия;одноклассники
0000080914,яндекс;bright;notamedia
0000080929,яндекс;mail
0000080930,яндекс;рбк
0000080938,vk
0000080942,яндекс;мтс
0000080943,microsoft
0000080949,тинькофф;точка;контур
0000080958,tj;wise
0000080963,яндекс;лаборатория касперского;microsoft
0000080969,тнт;мтс
0000080976,uniqlo;вконтакте
0000080982,яндекс
0000080986,яндекс;mail
0000080997,яндекс;microsoft
0000080998,ростелеком;мтс
0000081002,яндекс;microsoft
0000081003,яндекс;gett
0000081009,авито;bright
0000081013,microsoft
0000081015,mail;вконтакте;мтс
0000081019,badoo;spotify;mail;microsoft
0000081023,яндекс
0000081025,тинькофф;циан
0000081026,mail
0000081030,skyeng
0000081033,яндекс;microsoft
0000081034,авито
0000081036,joom
0000081039,яндекс;яндекс.дзен
0000081041,вконтакте
0000081045,revolut
0000081054,яндекс;bright
0000081056,рбк
0000081060,mail;pixonic;точка;вконтакте
0000081071,цифра
0000081086,тинькофф
0000081087,яндекс;яндекс.дзен;platforma;vk
0000081088,microsoft
0000081094,action
0000081108,mail;яндекс;microsoft;yota;okko
0000081110,вконтакте
0000081112,mail;skyeng
0000081129,mail;joom;metro
0000081130,mail;joom;metro
0000081131,mail
0000081134,яндекс;mail;mail.ru
0000081142,microsoft
0000081146,яндекс
0000081154,контур
0000081155,авито;вконтакте;сбер;surf;пик;тинькофф;timeless
0000081156,spotify;tj;мтс
0000081165,revolut
0000081168,mail;вконтакте;яндекс;tj;ситимобил
0000081171,яндекс
0000081172,яндекс;microsoft
0000081174,mail;mail.ru
0000081178,вконтакте;vk
0000081184,райффайзенбанк
0000081194,microsoft
0000081196,райффайзенбанк
0000081201,яндекс;почта банк;модульбанк;точка;тинькофф
0000081204,mindbox
0000081206,тинькофф
0000081208,тнт;вконтакте
0000081212,kwork
0000081218,яндекс
0000081227,яндекс;ozon;яндекс.маркет;вконтакте
0000081228,mail;mail.ru;вконтакте
0000081231,вконтакте;vk
0000081240,яндекс
0000081243,didi
0000081249,яндекс
0000081255,яндекс;spotify;mail
0000081258,яндекс
0000081259,mail
0000081260,acer;intel;лаборатория касперского;microsoft
0000081281,tj
0000081341,вконтакте
0000081349,яндекс;крок;cloudpayments;сибур
0000081359,яндекс;вконтакте
0000081370,ozon;modum lab;рбк
0000081371,ростелеком;мтс
0000081390,mail
0000081393,ozon
0000081404,skyeng
0000081406,яндекс;яндекс.маркет
0000081407,kwork
0000081410,joom;яндекс;яндекс.маркет;skyeng;admitad
0000081419,vk;notamedia
0000081422,контур
0000081427,revolut
0000081428,рбк
0000081430,yota
0000081431,вконтакте
0000081450,яндекс
0000081454,kwork
0000081481,яндекс
0000081492,крок
0000081494,яндекс
0000081495,максимателеком
0000081497,вконтакте;skyeng
0000081499,одноклассники
0000081503,битрикс24
0000081518,microsoft
0000081529,mail;joom;metro
0000081532,яндекс;calltouch
0000081548,макс
0000081549,тинькофф
0000081550,яндекс;mail
0000081556,microsoft
0000081557,мтс
0000081567,ozon;globus
0000081568,вконтакте;bright
0000081570,mail
0000081572,яндекс;мегафон;вконтакте
0000081585,яндекс;точка
0000081587,nimax
0000081593,авито
0000081612,яндекс
0000081623,вконтакте
0000081638,яндекс
0000081644,тинькофф
0000081645,яндекс;яндекс.дзен
0000081665,лаборатория касперского;вконтакте;яндекс;ebay;waves;тинькофф;мтс
0000081666,bright
0000081672,рбк
0000081678,joom
0000081682,mail;тинькофф;ситимобил
0000081711,рбк
0000081727,яндекс;mail;вконтакте
0000081742,яндекс
0000081743,microsoft
0000081750,chatfuel
0000081753,одноклассники
0000081756,втб;ростелеком
0000081768,яндекс;2гис;манго
0000081778,мегафон;точка
0000081783,whoosh;рбк
0000081784,вконтакте;рбк
0000081800,яндекс
0000081810,тинькофф
0000081821,яндекс
0000081829,dodo pizza
0000081833,osome
0000081834,ростелеком
0000081835,втб
0000081845,gett
0000081848,яндекс;яндекс.маркет
0000081849,action
0000081856,лаборатория касперского
0000081860,яндекс;ozon;втб;пик
0000081862,яндекс;mail;пик
0000081863,joom
0000081874,ростелеком
0000081878,яндекс
0000081885,точка
0000081886,яндекс
0000081903,яндекс;пик
0000081907,яндекс;точка;2гис
0000081910,vk
0000081918,яндекс
0000081927,mail
0000081933,яндекс
0000081943,joom
0000081948,яндекс
0000081955,tj;вконтакте
0000081969,яндекс;metro
0000081976,точка
0000081980,revolut
0000081982,яндекс;мегафон;metro;альфа-капитал;gett;мтс
0000081997,яндекс
0000081998,мастера
0000082010,вконтакте
0000082012,яндекс;мегафон;рбк;мтс
0000082013,яндекс
0000082020,globus
0000082021,mail;яндекс;яндекс.маркет;okko;тинькофф
0000082035,яндекс
0000082041,globus
0000082048,microsoft
0000082053,lingualeo
0000082067,рбк
0000082068,metro
0000082070,skyeng
0000082073,bright
0000082079,badoo
0000082099,mail;pixonic;mail.ru;action
0000082102,joom
0000082104,яндекс
0000082105,яндекс;mail;вконтакте
0000082116,яндекс
0000082119,kwork
0000082120,microsoft
0000082125,intel
0000082126,втб
0000082134,mail;mail.ru;лаборатория касперского;вконтакте;втб;тинькофф
0000082146,mail;вконтакте
0000082149,selectel
0000082170,microsoft
0000082175,яндекс;mail
0000082187,манго;авито;яндекс;циан;ростелеком;мтс
0000082222,мтс
0000082224,moab
0000082233,псб;рбк
0000082239,яндекс
0000082246,яндекс;mail
0000082247,mail;вконтакте;яндекс;яндекс.маркет;ibs;microsoft;яндекс.шеф
0000082250,точка
0000082258,точка
0000082260,яндекс
0000082262,intel
0000082264,яндекс
0000082269,microsoft
0000082276,admitad
0000082277,вконтакте;циан
0000082280,вконтакте
0000082285,авито
0000082294,waves
0000082297,mail
0000082301,яндекс
0000082304,cloudpayments
0000082308,максимателеком
0000082316,яндекс
0000082319,dodo pizza;ivi;яндекс;chatfuel;heineken
0000082320,calltouch
0000082321,вконтакте
0000082324,microsoft
0000082329,mail;вконтакте;яндекс;microsoft;втб
0000082334,вконтакте
0000082335,вконтакте;одноклассники;vk
0000082340,мтс
0000082342,spotify
0000082346,microsoft
0000082403,контур
0000082407,комитет
0000082410,комитет
0000082414,втб;тинькофф;сбер
0000082416,ozon
0000082417,яндекс;авито;bright
0000082419,intel
0000082426,spotify
0000082439,вконтакте
0000082445,яндекс
0000082450,яндекс
0000082459,яндекс;ингосстрах
0000082460,псб
0000082472,яндекс
0000082476,mail;одноклассники
0000082477,пик
0000082486,яндекс;microsoft
0000082488,яндекс
0000082492,microsoft
0000082499,яндекс
0000082502,mail
0000082513,microsoft
0000082519,тинькофф;рбк
0000082554,intel
0000082558,okko;ростелеком
0000082569,яндекс;вконтакте
0000082584,яндекс;bright
0000082594,vk
0000082611,яндекс
0000082618,wise
0000082619,joom
0000082634,joom
0000082638,вконтакте;vk
0000082639,яндекс;вконтакте
0000082645,яндекс;microsoft
0000082660,пик
0000082664,мтс
0000082665,joom
0000082666,joom
0000082692,яндекс
0000082703,вконтакте
0000082716,рбк
0000082721,qiwi
0000082722,mail;mail.ru
0000082727,газпромбанк;райффайзенбанк;тинькофф
0000082739,авито
0000082740,медиалогия
0000082755,mail;mail.ru;одноклассники
0000082758,action
0000082765,вконтакте
0000082780,яндекс
0000082792,яндекс
0000082795,revolut
0000082804,яндекс;mail;microsoft
0000082821,joom;pixonic;zimad
0000082850,яндекс;вконтакте
0000082851,вконтакте
0000082854,яндекс;microsoft
0000082860,tj;вконтакте;комитет
0000082866,yota;вконтакте
0000082868,insense
0000082869,prnews
0000082875,microsoft
0000082888,одноклассники
0000082892,рвк
0000082909,вконтакте;action;яндекс;badoo;рбк
0000082912,точка
0000082914,яндекс;втб;тинькофф
0000082916,spotify
0000082932,яндекс;mail;авито
0000082937,крок
0000082946,yota
0000082954,мегафон;газпромбанк;втб;тинькофф;ростелеком
0000082959,mail;авито;яндекс;яндекс.маркет;simple
0000082971,яндекс;mail;mail.ru;admitad
0000082979,яндекс
0000082985,mail
0000082999,waves
0000083000,авито;точка
0000083010,яндекс;яндекс.маркет;рбк
0000083013,яндекс;mail;вконтакте
0000083019,яндекс
0000083031,microsoft
0000083035,одноклассники
0000083036,псб;комитет
0000083038,яндекс;vk;ростелеком;одноклассники
0000083043,рбк
0000083044,joom
0000083052,яндекс;spotify
0000083073,kwork
0000083113,яндекс;точка
0000083120,okko
0000083125,вконтакте;mail;одноклассники;microsoft
0000083142,яндекс
0000083146,вконтакте;vk
0000083147,яндекс
0000083148,яндекс;вконтакте
0000083156,skyeng
0000083162,яндекс;авито
0000083169,yota;мегафон
0000083184,яндекс
0000083188,рбк;россельхозбанк
0000083198,яндекс;microsoft
0000083210,яндекс
0000083212,uniqlo;lamoda;mail
0000083220,яндекс;пик
0000083222,vk
0000083224,тинькофф;вконтакте
0000083234,lamoda
0000083239,calltouch
0000083249,ozon;ситимобил;skyeng
0000083250,вконтакте
0000083262,ozon
0000083265,яндекс
0000083272,вконтакте
0000083281,яндекс;цдп
0000083289,intel;microsoft
0000083304,мегаплан
0000083309,skyeng
0000083313,вконтакте
0000083323,яндекс
0000083324,яндекс
0000083327,microsoft
0000083330,авито
0000083345,spotify
0000083354,тинькофф
0000083376,яндекс;mail;gett;ситимобил
0000083382,лайфхакер
0000083385,точка
0000083387,selectel;вконтакте
0000083388,mail
0000083392,bright
0000083394,одноклассники
0000083396,точка
0000083410,mail;honor;microsoft
0000083413,яндекс
0000083422,qlik
0000083428,honor
0000083431,рбк
0000083441,mail
0000083442,microsoft
0000083462,microsoft
0000083465,mail
0000083468,яндекс;самокат
0000083476,контур;комитет
0000083480,яндекс
0000083481,яндекс
0000083484,вконтакте
0000083511,яндекс;яндекс.дзен;badoo
0000083513,тнт
0000083516,мтс
0000083539,яндекс;qiwi
0000083546,яндекс
0000083549,яндекс;luxoft
0000083555,рбк
0000083566,вконтакте
0000083568,рбк
0000083569,яндекс;gett
0000083574,яндекс;яндекс.маркет;мтс
0000083577,skyeng
0000083578,яндекс
0000083579,яндекс
0000083584,медиалогия;одноклассники
0000083589,яндекс;циан
0000083593,bright
0000083603,badoo
0000083610,рбк;циан
0000083614,tj
0000083619,mail;мэйл;рбк
0000083623,яндекс;втб
0000083628,одноклассники
0000083631,яндекс
0000083639,тинькофф
0000083640,рбк
0000083641,simple
0000083650,максимателеком
0000083655,мтс
0000083664,joom
0000083665,ростелеком
0000083666,мтс
0000083667,одноклассники
0000083669,мтс
0000083671,вконтакте;joom;одноклассники;mail
0000083683,яндекс
0000083691,яндекс
0000083696,рбк
0000083700,комитет
0000083701,вконтакте
0000083704,делобанк
0000083710,osome
0000083714,playgendary;apalon
0000083716,яндекс
0000083718,райффайзенбанк
0000083735,ozon
0000083738,яндекс
0000083743,втб;тинькофф
0000083745,псб
0000083746,манифест;макс
0000083748,яндекс;яндекс.маркет
0000083761,точка;вконтакте
0000083779,lingualeo
0000083783,gett
0000083784,microsoft
0000083785,qiwi
0000083788,яндекс
0000083805,joom
0000083834,2гис
0000083835,microsoft
0000083843,mail
0000083845,revolut
0000083856,мегаплан
0000083866,tj
0000083876,vk;одноклассники
0000083892,рбк
0000083904,рбк
0000083910,мтс
0000083917,втб;тинькофф;рбк
0000083920,вконтакте;joom;одноклассники;mail
0000083932,simple
0000083936,mail;ситимобил
0000083943,контур;мтс
0000083951,qiwi
0000083959,яндекс;lamoda;bright
0000083963,intel
0000083969,битрикс24
0000083975,точка
0000083980,яндекс
0000083989,яндекс
0000083993,мегафон
0000084006,microsoft
0000084007,яндекс
0000084009,тинькофф
0000084017,райффайзенбанк
0000084019,joom
0000084023,spotify
0000084070,microsoft
0000084077,яндекс
0000084084,microsoft
0000084097,яндекс;яндекс.дзен
0000084149,яндекс
0000084170,яндекс
0000084173,spotify
0000084185,skyeng
0000084200,яндекс;seowork
0000084203,яндекс
0000084210,okko
0000084217,вконтакте
0000084218,рбк
0000084220,яндекс
0000084225,яндекс;мегафон;skyeng;ростелеком;мтс
0000084227,ситимобил;рбк
0000084229,яндекс
0000084235,яндекс;яндекс.услуги;вконтакте;контур
0000084245,okko
0000084258,вконтакте
0000084269,mail;mail.ru;bright
0000084270,тнт
0000084277,microsoft
0000084279,яндекс
0000084282,яндекс;qiwi
0000084307,рбк
0000084308,яндекс
0000084332,рбк
0000084334,яндекс
0000084355,mail;ситимобил
0000084366,яндекс
0000084369,тинькофф
0000084376,mail;мегафон;вконтакте
0000084378,яндекс
0000084382,ivideon
0000084393,calltouch
0000084395,microsoft
0000084397,яндекс
0000084403,яндекс;luxoft;вконтакте
0000084407,вконтакте
0000084408,pichesky
0000084412,mail;мэйл;вконтакте
0000084415,playgendary
0000084420,яндекс;рбк;skyeng;microsoft
0000084432,яндекс
0000084440,яндекс
0000084461,vk
0000084462,яндекс
0000084467,mail;одноклассники;ситимобил;pixonic;skillbox
0000084469,битрикс24
0000084471,вконтакте;vk
0000084477,яндекс;яндекс.дзен
0000084487,вконтакте
0000084489,мегафон
0000084490,рбк
0000084500,яндекс;mail;вконтакте
0000084502,делимобиль
0000084526,тинькофф
0000084536,макс;лаборатория касперского
0000084538,vk
0000084543,втб;тинькофф;сбер
0000084544,почта россии;мегафон;вконтакте
0000084552,яндекс
0000084560,яндекс;яндекс.маркет
0000084570,макс
0000084590,почта россии
0000084591,вконтакте;одноклассники
0000084604,evrone;vk
0000084608,яндекс;ozon
0000084617,playgendary
0000084626,яндекс
0000084628,winstrike;мегафон
0000084636,ivideon
0000084646,яндекс
0000084654,microsoft
0000084673,тинькофф
0000084675,вконтакте
0000084691,яндекс;мтс
0000084692,яндекс
0000084728,яндекс;aitarget
0000084730,aitarget
0000084738,kwork
0000084740,microsoft
0000084742,мтс
0000084744,яндекс;bright
0000084746,яндекс;mail;рбк
0000084747,яндекс
0000084748,втб
0000084753,vk
0000084757,яндекс
0000084760,bright
0000084761,яндекс
0000084769,simple
0000084780,gett
0000084783,рбк;ozon;яндекс;циан;gett;2гис
0000084796,яндекс
0000084798,okko
0000084801,рвк;рбк
0000084802,intel;microsoft
0000084807,skillbox
0000084817,skyeng
0000084824,вконтакте
0000084827,яндекс
0000084830,цдп
0000084832,qiwi
0000084834,яндекс
0000084835,рбк
0000084840,контур
0000084848,яндекс;qiwi
0000084856,яндекс;calltouch;авито
0000084861,райффайзенбанк;сбер;тинькофф
0000084863,альфа-банк
0000084879,mail;вконтакте;vk
0000084891,рбк
0000084892,revolut
0000084898,тинькофф;модульбанк;точка
0000084901,макс
0000084905,авито
0000084912,яндекс;вконтакте
0000084923,artsofte
0000084925,вконтакте;одноклассники
0000084955,вконтакте
0000084962,контур;мтс
0000084974,яндекс
0000084977,вконтакте
0000084986,вконтакте
0000084990,яндекс;mail;вконтакте;vk
0000084999,яндекс;яндекс.дзен
0000085000,мтс
0000085003,вконтакте
0000085015,яндекс
0000085024,mail
0000085029,яндекс;ozon;тинькофф
0000085037,яндекс;втб
0000085039,яндекс;яндекс.дзен
0000085062,вконтакте;vk
0000085067,вконтакте
0000085179,honor;рбк
0000085180,яндекс;ozon
0000085210,бланк;рвк;сибур
0000085242,втб;тинькофф
0000085250,рбк
0000085253,рбк
0000085271,яндекс;крок
0000085362,spotify
0000085381,рбк
0000085468,вконтакте
0000085519,vk
0000085531,qiwi
0000085554,рбк
0000085601,ростелеком
0000085616,яндекс;авито
0000085620,microsoft
0000085622,контур
0000085649,рбк
0000085650,mail
0000085651,яндекс
0000085655,рбк
0000085662,intel;action
0000085666,tiktok
0000085668,яндекс
0000085706,тинькофф
0000085712,яндекс
0000085726,яндекс;рбк;2гис
0000085803,рбк
0000085804,яндекс
0000085805,яндекс;spotify
0000085811,lamoda
0000085812,яндекс;авито
0000085819,рбк
0000085823,metacommerce
0000085827,mindbox
0000085832,revolut
0000085839,mail;одноклассники
0000085861,делимобиль;яндекс;microsoft;яндекс.драйв;bright
0000085864,вконтакте
0000085881,яндекс
0000085882,рбк
0000085884,яндекс;яндекс.драйв
0000085885,admitad
0000085887,2leads
0000085901,вконтакте;vk
0000085914,яндекс;цифра
0000085920,ozon;lamoda
0000085921,рбк
0000085928,яндекс
0000085948,яндекс
0000085949,вконтакте
0000085953,admitad
0000085959,mail;вконтакте
0000085968,рбк
0000085976,спортмастер
0000085986,яндекс;tj;vk
0000085999,yota
0000086010,яндекс
0000086029,ozon;lamoda
0000086031,яндекс;бланк
0000086032,яндекс;calltouch;точка
0000086039,яндекс
0000086048,ривьера
0000086069,яндекс
0000086074,вконтакте
0000086082,яндекс;selectel
0000086091,яндекс
0000086095,action
0000086102,вконтакте
0000086113,setters
0000086118,телфин
0000086122,вконтакте
0000086123,яндекс
0000086128,яндекс;microsoft
0000086133,qiwi
0000086136,вконтакте
0000086145,яндекс
0000086149,яндекс
0000086188,тинькофф
0000086189,microsoft
0000086196,vk
0000086225,яндекс
0000086234,яндекс
0000086236,ozon
0000086238,яндекс;microsoft
0000086247,skyeng
0000086253,qlik
0000086259,яндекс
0000086281,boomstarter;вконтакте
0000086282,яндекс;qiwi;контур
0000086287,yota
0000086288,vk
0000086289,mindbox
0000086296,2гис
0000086298,microsoft
0000086304,aitarget
0000086306,яндекс
0000086307,spotify
0000086313,яндекс
0000086318,яндекс;яндекс.маркет
0000086328,вконтакте;одноклассники
0000086339,qiwi
0000086340,яндекс;вконтакте
0000086344,яндекс
0000086348,microsoft
0000086352,intel;microsoft
0000086353,яндекс;яндекс.маркет
0000086355,вконтакте
0000086356,microsoft
0000086360,tj;mail;вконтакте;vk
0000086369,вконтакте;notamedia
0000086396,badoo
0000086397,тинькофф
0000086401,яндекс
0000086407,фоксфорд
0000086426,microsoft;рбк
0000086444,kokoc group;globus;2гис;notamedia
0000086445,яндекс;seowork
0000086452,яндекс
0000086460,битрикс24
0000086464,spotify
0000086465,microsoft
0000086478,контур
0000086479,revolut
0000086480,мегафон;мтс
0000086483,яндекс
0000086487,spotify;microsoft
0000086494,яндекс;авито
0000086499,яндекс
0000086501,битрикс24;авито;microsoft
0000086503,revolut
0000086506,яндекс
0000086507,вконтакте;ростелеком
0000086514,мтс
0000086525,медиалогия;одноклассники;мтс
0000086541,тинькофф
0000086560,mail
0000086572,яндекс
0000086583,райффайзенбанк
0000086586,mail;вконтакте
0000086600,вконтакте
0000086603,ozon
0000086615,microsoft
0000086617,яндекс
0000086620,вконтакте;одноклассники
0000086624,яндекс
0000086628,яндекс
0000086646,microsoft
0000086651,revolut
